ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
2OY.F,,0.060900003,"
2021-12-31    1.322600e+10
2020-12-31    1.110800e+10
2019-12-31    1.067900e+10
2018-12-31    1.554700e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.816500e+10
2020-12-31    1.243500e+10
2019-12-31    1.354100e+10
2018-12-31    3.248300e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.728103
2020-12-31    0.893285
2019-12-31    0.788642
2018-12-31    0.478620
dtype: float64","
2021-12-31    2.988000e+09
2020-12-31    5.104000e+09
2019-12-31    2.367000e+09
2018-12-31    2.724000e+09
Name: Cash, dtype: float64","
2021-12-31    2.084800e+10
2020-12-31    1.908400e+10
2019-12-31    1.681500e+10
2018-12-31    3.937000e+10
Name: Total Current Assets, dtype: float64"
XELB,-0.367647059,,"
2021-12-31    10517000.0
2020-12-31    10316000.0
2019-12-31     9837000.0
2018-12-31    16116000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    74280000.0
2020-12-31    85748000.0
2019-12-31    98096000.0
2018-12-31    99882000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.141586
2020-12-31    0.120306
2019-12-31    0.100279
2018-12-31    0.161350
dtype: float64","
2021-12-31    4483000.0
2020-12-31    4957000.0
2019-12-31    4641000.0
2018-12-31    8837000.0
Name: Cash, dtype: float64","
2021-12-31    17179000.0
2020-12-31    16147000.0
2019-12-31    17566000.0
2018-12-31    23875000.0
Name: Total Current Assets, dtype: float64"
NHICU,,,,,,,
TSCO,1.066481994,0.017,"
2021-12-25    2.064842e+09
2020-12-26    1.743798e+09
2019-12-28    1.247600e+09
2018-12-29    9.381070e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-25    2.002665e+09
2020-12-26    1.923840e+09
2019-12-28    1.567123e+09
2018-12-29    1.561820e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-25    1.031047
2020-12-26    0.906415
2019-12-28    0.796109
2018-12-29    0.600650
dtype: float64","
2021-12-25    8.780300e+08
2020-12-26    1.341756e+09
2019-12-28    8.424100e+07
2018-12-29    8.629900e+07
Name: Cash, dtype: float64","
2021-12-25    3.250440e+09
2020-12-26    3.258685e+09
2019-12-28    1.787887e+09
2018-12-29    1.794399e+09
Name: Total Current Assets, dtype: float64"
DFS,1.316765996,0.0235,"
2021-12-31    8.334400e+10
2020-12-31    8.053700e+10
2019-12-31    7.623700e+10
2018-12-31    7.105100e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.235200e+10
2020-12-31    9.828000e+09
2019-12-31    1.129600e+10
2018-12-31    1.056700e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    6.747409
2020-12-31    8.194648
2019-12-31    6.749026
2018-12-31    6.723857
dtype: float64","
2021-12-31    8.750000e+09
2020-12-31    1.356400e+10
2019-12-31    6.924000e+09
2018-12-31    1.329900e+10
Name: Cash, dtype: float64","
2021-12-31    9.914200e+10
2020-12-31    9.680500e+10
2019-12-31    1.005190e+11
2018-12-31    1.035800e+11
Name: Total Current Assets, dtype: float64"
PRGO,-2.393305439,0.025899999,"
2021-12-31    1.587900e+09
2020-12-31    1.382000e+09
2019-12-31    1.335800e+09
2018-12-31    1.537400e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5.151700e+09
2020-12-31    5.655100e+09
2019-12-31    5.803800e+09
2018-12-31    5.668000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.308228
2020-12-31    0.244381
2019-12-31    0.230160
2018-12-31    0.271242
dtype: float64","
2021-12-31    1.864900e+09
2020-12-31    6.315000e+08
2019-12-31    3.543000e+08
2018-12-31    5.511000e+08
Name: Cash, dtype: float64","
2021-12-31    3.859900e+09
2020-12-31    3.133500e+09
2019-12-31    2.730600e+09
2018-12-31    2.902200e+09
Name: Total Current Assets, dtype: float64"
LPCN,-1.105263158,,"
2021-12-31    5616625.0
2020-12-31    6583731.0
2019-12-31    4964877.0
2018-12-31    4491748.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    45570018.0
2020-12-31    15341919.0
2019-12-31     6287796.0
2018-12-31     9433673.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.123253
2020-12-31    0.429133
2019-12-31    0.789605
2018-12-31    0.476140
dtype: float64","
2021-12-31     2950552.0
2020-12-31    19217382.0
2019-12-31     9728523.0
2018-12-31     8077539.0
Name: Cash, dtype: float64","
2021-12-31    46379675.0
2020-12-31    25329023.0
2019-12-31    19630973.0
2018-12-31    20809203.0
Name: Total Current Assets, dtype: float64"
RF,1.295200526,0.0376,"
2021-12-31    1.401810e+11
2020-12-31    1.246930e+11
2019-12-31    1.003420e+11
2018-12-31    9.643100e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.666700e+10
2020-12-31    1.645500e+10
2019-12-31    1.498500e+10
2018-12-31    1.427000e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    8.410692
2020-12-31    7.577818
2019-12-31    6.696163
2018-12-31    6.757603
dtype: float64","
2021-12-31    1.350000e+09
2020-12-31    1.558000e+09
2019-12-31    1.598000e+09
2018-12-31    2.018000e+09
Name: Cash, dtype: float64","
2021-12-31    3.185400e+10
2020-12-31    2.358100e+10
2019-12-31    6.528000e+09
2018-12-31    4.647000e+09
Name: Total Current Assets, dtype: float64"
SHFSW,,,,,,,
0IT3.L,,,,,,,
KRNL,,,"
2021-12-31    2639647.0
2020-12-31     328848.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -24844885.0
2020-12-31        1893.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     -0.106245
2020-12-31    173.717908
dtype: float64","
2021-12-31    474945.0
2020-12-31         NaN
Name: Cash, dtype: float64","
2021-12-31    919448.0
2020-12-31      7291.0
Name: Total Current Assets, dtype: float64"
MCB,1.293986222,,"
2021-12-31    6.481576e+09
2020-12-31    3.907793e+09
2019-12-31    2.970255e+09
2018-12-31    1.872962e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    556989000.0
2020-12-31    340784000.0
2019-12-31    299121000.0
2018-12-31    264514000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    11.636811
2020-12-31    11.467067
2019-12-31     9.929945
2018-12-31     7.080767
dtype: float64","
2021-12-31     47867000.0
2020-12-31    147322000.0
2019-12-31    378620000.0
2018-12-31    223550000.0
Name: Cash, dtype: float64","
2021-12-31    2.420843e+09
2020-12-31    9.167490e+08
2019-12-31    4.200960e+08
2018-12-31    2.548030e+08
Name: Total Current Assets, dtype: float64"
ACO.F,,0.0186,"
2021-12-31    4.080300e+10
2020-12-31    3.146600e+10
2019-12-31    3.243200e+10
2019-01-01    3.588900e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.763300e+10
2020-12-31    5.321500e+10
2019-12-31    5.323100e+10
2019-01-01    4.242500e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.603300
2020-12-31    0.591299
2019-12-31    0.609269
2019-01-01    0.845940
dtype: float64","
2021-12-31    1.899000e+10
2020-12-31    1.165500e+10
2019-12-31    1.500500e+10
2019-01-01    1.641400e+10
Name: Cash, dtype: float64","
2021-12-31    6.800600e+10
2020-12-31    5.094500e+10
2019-12-31    5.749300e+10
2019-01-01    5.372700e+10
Name: Total Current Assets, dtype: float64"
FHLT,,,"
2021-12-31    123784.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -7490432.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.016526
dtype: float64","
2021-12-31    1446482.0
Name: Cash, dtype: float64","
2021-12-31    1554632.0
Name: Total Current Assets, dtype: float64"
TCMD,-10.74074074,,"
2021-12-31    34461000.0
2020-12-31    26714000.0
2019-12-31    21428000.0
2018-12-31    16076000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    128227000.0
2020-12-31    124750000.0
2019-12-31    112595000.0
2018-12-31     89270000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.268750
2020-12-31    0.214140
2019-12-31    0.190310
2018-12-31    0.180083
dtype: float64","
2021-12-31    28229000.0
2020-12-31    47855000.0
2019-12-31    22770000.0
2018-12-31    20099000.0
Name: Cash, dtype: float64","
2021-12-31    113547000.0
2020-12-31    123613000.0
2019-12-31    108335000.0
2018-12-31     84961000.0
Name: Total Current Assets, dtype: float64"
SVNAW,,,,,,,
SGII,,,"
2021-12-31    30864.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -10894189.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.002833
dtype: float64","
2021-12-31    954598.0
Name: Cash, dtype: float64","
2021-12-31    1528635.0
Name: Total Current Assets, dtype: float64"
SHCRW,,,,,,,
QTWO,-0.211640212,,"
2021-12-31    168358000.0
2020-12-31    145826000.0
2019-12-31    132966000.0
2018-12-31     73681000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    570296000.0
2020-12-31    643364000.0
2019-12-31    379412000.0
2018-12-31    158900000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.295212
2020-12-31    0.226662
2019-12-31    0.350453
2018-12-31    0.463694
dtype: float64","
2021-12-31    322848000.0
2020-12-31    407703000.0
2019-12-31    100094000.0
2018-12-31    108341000.0
Name: Cash, dtype: float64","
2021-12-31    522450000.0
2020-12-31    616216000.0
2019-12-31    186335000.0
2018-12-31    218312000.0
Name: Total Current Assets, dtype: float64"
SAGE,-0.502187227,,"
2021-12-31     85193000.0
2020-12-31     67204000.0
2019-12-31    112128000.0
2018-12-31     86030000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.729031e+09
2020-12-31    2.072334e+09
2019-12-31    9.446550e+08
2018-12-31    8.629710e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.049272
2020-12-31    0.032429
2019-12-31    0.118697
2018-12-31    0.099690
dtype: float64","
2021-12-31    2.942330e+08
2020-12-31    1.661082e+09
2019-12-31    1.267050e+08
2018-12-31    1.909430e+08
Name: Cash, dtype: float64","
2021-12-31    1.800643e+09
2020-12-31    2.122370e+09
2019-12-31    1.035093e+09
2018-12-31    9.446950e+08
Name: Total Current Assets, dtype: float64"
TD,0.950428625,0.04,"
2021-10-31    1.503387e+12
2020-10-31    1.484399e+12
2019-10-31    1.219063e+12
2018-10-31    1.071615e+12
Name: Total Current Liabilities, dtype: float64","
2021-10-31    9.412800e+10
2020-10-31    8.985300e+10
2019-10-31    8.190700e+10
2018-10-31    7.405400e+10
Name: Total Stockholder Equity, dtype: float64","
2021-10-31    15.971730
2020-10-31    16.520305
2019-10-31    14.883502
2018-10-31    14.470724
dtype: float64","
2021-10-31    5.708000e+09
2020-10-31    6.240000e+09
2019-10-31    4.043000e+09
2018-10-31    3.516000e+09
Name: Cash, dtype: float64","
2021-10-31    6.028380e+11
2020-10-31    6.115050e+11
2019-10-31    4.424530e+11
2018-10-31    4.085240e+11
Name: Total Current Assets, dtype: float64"
MKTW,-0.004504018,,"
2021-12-31    395493000.0
2020-12-31    345538000.0
2019-12-31    254431000.0
2018-12-31            NaN
Name: Total Current Liabilities, dtype: float64","
2021-12-31    -48545000.0
2020-12-31   -914745000.0
2019-12-31   -262296000.0
2018-12-31            NaN
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -8.146936
2020-12-31   -0.377742
2019-12-31   -0.970015
2018-12-31         NaN
dtype: float64","
2021-12-31    139078000.0
2020-12-31    114422000.0
2019-12-31    170520000.0
2018-12-31            NaN
Name: Cash, dtype: float64","
2021-12-31    246389000.0
2020-12-31    180637000.0
2019-12-31    205700000.0
2018-12-31            NaN
Name: Total Current Assets, dtype: float64"
PMO,,0.0596,"
2022-04-30    49762908.0
2021-04-30     9366825.0
2020-04-30    17497999.0
2019-04-30    11367983.0
Name: Total Current Liabilities, dtype: float64","
2022-04-30    394831968.0
2021-04-30    475965416.0
2020-04-30    426108691.0
2019-04-30    456587510.0
Name: Total Stockholder Equity, dtype: float64","
2022-04-30    0.126036
2021-04-30    0.019680
2020-04-30    0.041065
2019-04-30    0.024898
dtype: float64","
2022-04-30    608613.0
2021-04-30      8074.0
2020-04-30    146501.0
2019-04-30     67536.0
Name: Cash, dtype: float64","
2022-04-30    22605303.0
2021-04-30     9122545.0
2020-04-30    10878798.0
2019-04-30     9246104.0
Name: Total Current Assets, dtype: float64"
TNYA,0.388323514,,"
2021-12-31    21774000.0
2020-12-31     5041000.0
2019-12-31     4120000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    278526000.0
2020-12-31    -81315000.0
2019-12-31    -43739000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.078176
2020-12-31   -0.061993
2019-12-31   -0.094195
dtype: float64","
2021-12-31     38129000.0
2020-12-31    128535000.0
2019-12-31     23872000.0
Name: Cash, dtype: float64","
2021-12-31    255358000.0
2020-12-31    129964000.0
2019-12-31     27742000.0
Name: Total Current Assets, dtype: float64"
FMQ.F,2.192406509,0.0184,"
2021-12-31    3.520300e+09
2020-12-31    2.829000e+09
2019-12-31    2.723900e+09
2018-12-31    2.993400e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.032500e+09
2020-12-31    2.961800e+09
2019-12-31    2.532300e+09
2018-12-31    3.121100e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.160857
2020-12-31    0.955162
2019-12-31    1.075662
2018-12-31    0.959085
dtype: float64","
2021-12-31    516800000.0
2020-12-31    568900000.0
2019-12-31    339100000.0
2018-12-31    134400000.0
Name: Cash, dtype: float64","
2021-12-31    4.937600e+09
2020-12-31    4.375600e+09
2019-12-31    4.074800e+09
2018-12-31    4.030200e+09
Name: Total Current Assets, dtype: float64"
DPSI,0.611111111,,"
2021-12-31    18352000.0
2020-12-31    21777000.0
2019-12-31    20026000.0
2018-12-31    16360000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    14258000.0
2020-12-31    11864000.0
2019-12-31     8916000.0
2018-12-31     7699000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.287137
2020-12-31    1.835553
2019-12-31    2.246074
2018-12-31    2.124951
dtype: float64","
2021-12-31    2587000.0
2020-12-31    2005000.0
2019-12-31    2620000.0
2018-12-31    2450000.0
Name: Cash, dtype: float64","
2021-12-31    19334000.0
2020-12-31    21138000.0
2019-12-31    17624000.0
2018-12-31    13103000.0
Name: Total Current Assets, dtype: float64"
TDG,2.575342466,,"
2021-09-30    1.663000e+09
2020-09-30    1.616000e+09
2019-09-30    1.538000e+09
2018-09-30    9.003820e+08
Name: Total Current Liabilities, dtype: float64","
2021-09-30   -2.916000e+09
2020-09-30   -3.972000e+09
2019-09-30   -2.894000e+09
2018-09-30   -1.808471e+09
Name: Total Stockholder Equity, dtype: float64","
2021-09-30   -0.570302
2020-09-30   -0.406848
2019-09-30   -0.531444
2018-09-30   -0.497869
dtype: float64","
2021-09-30    4.787000e+09
2020-09-30    4.717000e+09
2019-09-30    1.467000e+09
2018-09-30    2.073017e+09
Name: Cash, dtype: float64","
2021-09-30    7.030000e+09
2020-09-30    6.960000e+09
2019-09-30    4.865000e+09
2018-09-30    3.657287e+09
Name: Total Current Assets, dtype: float64"
ACT,1.149966375,0.0223,"
2021-12-31    890610000.0
2020-12-31    306945000.0
2019-12-31    383458000.0
2018-12-31    434388000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.105523e+09
2020-12-31    3.881811e+09
2019-12-31    3.827075e+09
2018-12-31    3.273739e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.216930
2020-12-31    0.079073
2019-12-31    0.100196
2018-12-31    0.132689
dtype: float64","
2021-12-31    425828000.0
2020-12-31    452794000.0
2019-12-31    585058000.0
2018-12-31    159051000.0
Name: Cash, dtype: float64","
2021-12-31    499155000.0
2020-12-31    528468000.0
2019-12-31    650378000.0
2018-12-31    220979000.0
Name: Total Current Assets, dtype: float64"
FSRXW,,,,,,,
NOM,,0.0336,"
2022-05-31    1691420.0
2021-05-31     192395.0
2020-05-31     333794.0
2019-05-31    1823145.0
Name: Total Current Liabilities, dtype: float64","
2022-05-31    29004070.0
2021-05-31    33224581.0
2020-05-31    31996210.0
2019-05-31    32443582.0
Name: Total Stockholder Equity, dtype: float64","
2022-05-31    0.058317
2021-05-31    0.005791
2020-05-31    0.010432
2019-05-31    0.056194
dtype: float64","
2022-05-31    1122944.0
2021-05-31     191150.0
2020-05-31     155927.0
2019-05-31          NaN
Name: Cash, dtype: float64","
2022-05-31    2656188.0
2021-05-31     717610.0
2020-05-31     681077.0
2019-05-31    1197852.0
Name: Total Current Assets, dtype: float64"
NSA,2.188679245,0.053200003,"
2021-12-31    63332000.0
2020-12-31    48958000.0
2019-12-31    37966000.0
2018-12-31    33130000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.556811e+09
2020-12-31    7.506390e+08
2019-12-31    7.014520e+08
2018-12-31    7.443390e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.040681
2020-12-31    0.065222
2019-12-31    0.054125
2018-12-31    0.044509
dtype: float64","
2021-12-31    25013000.0
2020-12-31    18723000.0
2019-12-31    20558000.0
2018-12-31    13181000.0
Name: Cash, dtype: float64","
2021-12-31    50561000.0
2020-12-31    40333000.0
2019-12-31    40365000.0
2018-12-31    46795000.0
Name: Total Current Assets, dtype: float64"
CFRHF,6.631578947,0.0229,"
2022-03-31    1.050700e+10
2021-03-31    8.136000e+09
2020-03-31    5.875000e+09
2019-03-31    6.303000e+09
Name: Total Current Liabilities, dtype: float64","
2022-03-31    1.981400e+10
2021-03-31    1.777400e+10
2020-03-31    1.713600e+10
2019-03-31    1.695100e+10
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.530282
2021-03-31    0.457747
2020-03-31    0.342845
2019-03-31    0.371836
dtype: float64","
2022-03-31    9.877000e+09
2021-03-31    7.877000e+09
2020-03-31    4.462000e+09
2019-03-31    5.060000e+09
Name: Cash, dtype: float64","
2022-03-31    2.538400e+10
2021-03-31    2.120600e+10
2020-03-31    1.680100e+10
2019-03-31    1.727800e+10
Name: Total Current Assets, dtype: float64"
NNI,0.720381248,0.011,"
2021-12-31    720699000.0
2020-12-31    384805000.0
2019-12-31    485041000.0
2018-12-31    431357000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.951206e+09
2020-12-31    2.632042e+09
2019-12-31    2.386712e+09
2018-12-31    2.304464e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.244205
2020-12-31    0.146200
2019-12-31    0.203226
2018-12-31    0.187183
dtype: float64","
2021-12-31    125563000.0
2020-12-31    121249000.0
2019-12-31    133906000.0
2018-12-31    121347000.0
Name: Cash, dtype: float64","
2021-12-31    1.982094e+10
2020-12-31    2.130034e+10
2019-12-31    2.280135e+10
2018-12-31    2.433285e+10
Name: Total Current Assets, dtype: float64"
